parentid,id,body
"2376388","2376834","<p>Define</p>

<p>$$h_n(y) = f(\lfloor ng(y)\rfloor/n, y).$$</p>

<p>Then $h_n(y) \to h(y)$ everywhere. (Like your proof that $f$ is measurable, this follows from the hypothesis that each $f^y$ is continuous.) So it suffices to show each $h_n$ is Lebesgue measurable. Now observe</p>

<p>$$\tag1 h_n(y)=f(\lfloor ng(y)\rfloor/n, y) = \sum_{m\in \mathbb Z}f(m/n,y)\chi _{g^{-1}([m/n,(m+1)/n)}\,(y).$$</p>

<p>Each $f(m/n,y)$ is Lebesgue measurable by hypothesis, as is each $\chi _{g^{-1}([m/n,(m+1)/n)}$ because $g$ is Lebesgue measurable. Thus each summand in $(1)$ is Lebesgue measurable, hence so is the sum. </p>
"
"2376389","2376392","<p>$$ 2x+5 =x-3$$ is the same equation as $$ -(2x+5)=-(x-3)$$</p>

<p>and $$(2x+5)=-(x-3) $$ is the same equation as $$-(2x+5)=x-3. $$</p>

<p>In each case, one is obtained from the other by multiplying both sides by $-1.$</p>
"
"2376391","2376487","<p>We prove that any odd prime works if the product is allowed to be prime up to a sign, but that the product being positive (as prime numbers are) ensures the achievable prime values are those of the form $4k+1$ as you conjectured.</p>

<p>Setting three factors to $\pm 1$ and the fourth to $\pm p$ with $p\in\mathbb{P}$ is equivalent to solving $M\mathbf{x}=\mathbf{y}$, where the vector $\mathbf{y}$ can take one of $16$ values (we can place $p$ in one of four positions and apply one of two signs freely to two entries so the other sign is then determined by the requirement that the entries' product is positive so as to be prime; we don't consider cases where an entry is $-p$, since if this works we can multiple the whole vector by $-1$). The matrix $M$ satisfies $M^{-1}=\frac{1}{4}M$, so $\mathbb{x}=\frac{1}{4}M\mathbb{y}$. We thus get a solution iff each entry of $M\mathbb{y}$ is a multiple of $4$.</p>

<p>The first such constraint is $4|y_1+y_2+y_3+p$ if without loss of generality $y_4\ne 1$, but since each $y_1=\pm 1$ we can set $\sum_{i=1}^3 y_i$ to any odd integer from $-3$ to $+3$, so any odd $p$ can be made to work for a suitable choice of $\mathbb{y}$ (whereas $p=2$ cannot). Relative to this constraint, each other constraint subtracts twice the sum of some two $y_i$, requiring only that each such pair have the same parity, which certainly works for any odd $p$.</p>

<p>Thus the only remaining difficulty in achieving a given odd prime value for the product is ensuring we don't get $-p$ instead. For $y_1=y_2=y_3=1,\,y_4=p\in\mathbb{P}\backslash\{ 2\}$ each of the constraints checks either $p+3$ or $1-p$ or $p-1$ for divisibility by $4$, so that's the $p=4k+1$ case ticked off. With $p=4k-1$ we can't make it work, since the first constraint requires either $4|p+3$ or $4|p-1$.</p>
"
"2376394","2376398","<p>If $f$ is differentiable it is continuous. Of course, the derivative need not be continuous.</p>

<p>Note that </p>

<p>$$\lim_{t \to x} \lim_{h \to 0} \frac{f(t+h) - f(t)}{h} = \lim_{t \to x} f'(t)$$</p>

<p>need not exist nor equal</p>

<p>$$\lim_{h \to 0} \lim_{t \to x} \frac{f(t+h) - f(t)}{h} = \lim_{h \to 0}\frac{f(x+h) - f(x)}{h} = f'(x) $$</p>

<p>Read about double sequences and double limits in a real analysis book.  The truth lies there.</p>
"
"2376396","2376406","<p>Hint. Let $z_1$ and $z_2$ be the roots of equation $z^2 +\alpha z+\beta =0 $. Then
$$z^2 +\alpha z+\beta =(z-z_1)(z-z_2)=z^2-(z_1+z_2)z+z_1z_2$$
Hence if $z_1$ and $z_2$ lie on $|z|=1$ then $|\beta|=|z_1z_2|=1$.
It follows that each options (1), (2) and (3) implies that $\mbox{Im}(\alpha)=0$.</p>

<p>Now consider the counterexample $(z-i)(z-1)=z^2-(1+i)z+i$. Then $\alpha=-(1+i)$ and $\mbox{Im}(\alpha)=-1$.</p>
"
"2376400","2376404","<p>There is an inclusion map $\iota:S^1\to D_2$ embedding $S^1$
as the ""boundary"" of $D^2$. Then the continuous $f:S^1\to X$
extends to the continuous $g:D^2\to X$ if $f=g\circ \iota$.</p>
"
"2376408","2376531","<p>Your guess is correct.</p>

<p>Generally if you take a groups $H$ and $K$, and a group homomorphism $f: K \rightarrow \operatorname{Aut}(H)$, you can use $(H,K,f)$ to form the semidirect product $G = H \rtimes_f K$. </p>

<p>Then some basic facts you can check using the definitions:</p>

<ul>
<li>$H' = \{(h,1) : h \in H \}$ is a normal subgroup of $G$, isomorphic to $H$.</li>
<li>$K' = \{(1,k) : k \in K \}$ is a subgroup of $G$, isomorphic to $K$.</li>
<li>Every element $g \in G$ induces a automorphism of $H'$ via conjugation, hence an automorphism of $H$.</li>
<li>For $k \in K$, conjugation by $(1,k)$ induces an automorphism of $H'$ which corresponds to the automorphism $f(k)$ of $H$.</li>
</ul>

<p>In particular if you take $K = \operatorname{Aut}(H)$ and $f$ to be the identity map, the semidirect product $G$ is (by definition) the holomorph. It should be immediate that in this semidirect product $G$, conjugation by elements of $K'$ gives you every automorphism of $H$.</p>
"
"2376414","2376422","<p>Let $f(x)=(x+4)(x+2)(x-3)+(x+3)(x+1)(x-5)$. Then</p>

<ul>
<li>since $-27=f(-4)&lt;0&lt;6=f(-3)$, there is a root in $(-4,-3)$;</li>
<li>since $7=f(-2)&gt;0&gt;-12=f(-1)$, there is a root in $(-2,-1)$;</li>
<li>since $-48=f(3)&lt;0&lt;13=f(4)$, there is a root in $(3,4)$.</li>
</ul>

<p>Since it is a cubic equation, it can have no more roots. Therefore, all roots are real.</p>
"
"2376417","2376439","<p>Consider the map $F : [0,1]\times [-1,1]\to S^1\times [-1,1]$ such that
$ F(t,x)=(e^{2\pi it},x)$. Note that $F(1,x) = F(0,x)$ for every $x\in [0,1]$. Now consider the map $G : S^1\times [-1,1] \to S^2$ such that
$G(z,x) =  (\sqrt{1-x^2}\,z,x)\in S^2$. In this way you obtain a map $H = GF : [0,1] \times [-1,1]\to S^2$ with the property that</p>

<p>$$H(1,x) = H(0,x) \text{ for each $x\in [-1,1]$}$$</p>

<p>$$H(t,1) = (0,0,1) \text{ for each $t\in [0,1]$}$$</p>

<p>$$H(t,-1) = (0,0,-1) \text{ for each $t\in [0,1]$}$$</p>

<p>This means $H$ factors through the quotient of $[0,1]\times [-1,1]$ where we identify $0\times [-1,1]$ with $1\times [-1,1]$ and where we collapse $[0,1]\times 1 $ and $[0,1]\times -1$ to a point. </p>

<p>If you prove this map, which is continuous, is a bijection, and that the quotient space obtained above is compact you are done, because $S^2$ is Hausdorff, and any continuous bijection from a compact space to a Hausdorff space is a homeomorphism. </p>
"
"2376418","2384142","<p>You are interested in finding a $K$ such that </p>

<p>$$
A - B\,K = V\,\Lambda\,V^{-1}, \tag{1}
$$</p>

<p>with $A,\Lambda,V \in \mathbb{R}^{n \times n}$, $B \in \mathbb{R}^{n \times m}$, $K \in \mathbb{R}^{m \times n}$ and $\Lambda$ a diagonal matrix (the right hand side is the <a href=""https://en.wikipedia.org/wiki/Eigendecomposition_of_a_matrix#Eigendecomposition_of_a_matrix"" rel=""nofollow noreferrer"">eigendecomposition</a> of the desired closedloop matrix). I will assume that the pair $(A,B)$ is controllable so $\Lambda$ can be chosen freely, furthermore the rank of $B$ is assumed to be equal to $m$. If this last assumption is not the case then it won't change the possible $V$ that could be chosen when using a new $B$ matrix instead, which has the same span as the original $B$ but does satisfy this condition.</p>

<p>When looking at the constrains and degrees of freedom it is possible to get an idea of how many columns of $V$ (the eigenvectors) can be chosen freely. Namely the number of degrees of freedom are equal to $n$ times $m$. Choosing the eigenvalues ($\Lambda$) adds $n$ constraints. Choosing a column of $V$ adds $n-1$ constraints, namely the length of the eigenvector does not matter (as long as it is none zero). So from this it can be concluded that the largest number of eigenvectors $p$ that can be chosen freely should equal</p>

<p>$$
p \leq \frac{n (m - 1)}{n - 1}. \tag{2}
$$</p>

<p>When $m = n$ it is trivial to show that all nonsingular $V$ are allowed. The matrix $K$ can then be found using</p>

<p>$$
K = B^{-1} (A - V\,\Lambda\,V^{-1}). \tag{3}
$$</p>

<p>For $m &gt; n$ then $B$ can be reduced to a $m=n$, however it is also possible to use the <a href=""https://en.wikipedia.org/wiki/Inverse_element#Matrices"" rel=""nofollow noreferrer"">right inverse</a>, which will minimize the 2-norm of $u$.</p>

<p>Now comes the more difficult and interesting case, namely when $m &lt; n$ and thus not all columns of $V$ can be chosen freely. However it can be noted that if $m = 1$ then all degrees of freedom of $K$ need to be used to satisfy the constraints for $\Lambda$, so then for a given $\Lambda$ the matrix $V$ will be fixed. By multiplying equation $(1)$ on the right hand side by $V$ and define a new temporary matrix $\Omega = K\,V$ then the following linear matrix equation can be obtained</p>

<p>$$
A\,V - B\,\Omega = V\,\Lambda. \tag{4}
$$</p>

<p>Equation $(4)$ can be reduced to a <a href=""https://en.wikipedia.org/wiki/System_of_linear_equations#Matrix_equation"" rel=""nofollow noreferrer"">linear system of equations</a>. In order to do this equation $(4)$ has to be reshaped from a matrix of $n \times n$ into a vector of $n^2 \times 1$. One way of achieving this would be</p>

<p>$$
\begin{bmatrix}
A\,V_{\bullet,1} - B\,\Omega_{\bullet,1} - \Lambda_{1,1} V_{\bullet,1} \\
A\,V_{\bullet,2} - B\,\Omega_{\bullet,2} - \Lambda_{2,2} V_{\bullet,2} \\
\vdots \\
A\,V_{\bullet,n} - B\,\Omega_{\bullet,n} - \Lambda_{n,n} V_{\bullet,n}
\end{bmatrix} = 0, \tag{5}
$$</p>

<p>where $X_{\bullet,i}$ denotes the $i$th column of matrix $X$. Next all constraints have to be defined. In order to constrain the length of the of the columns of $V$ which are not chosen freely one can set for example the first element of each of these columns to one. However it can be possible that later this will yield a singular systems of equations, if so you might have to try to set a different element of a column to one. For now I do not have a better solution than trial and error, however I suspect that this should not happen that often. The $p$ chosen columns of $V$ and the elements equal to one of the remaining columns can be substituted into equation $(5)$. This can then be rewritten as linear system of equations, since all unknown parameters only occur linearly. It can be noted that since $V_{\bullet,i}$ and $\Omega_{\bullet,i}$ only occur in the $i$th set of $n$ rows from equation $(5)$, therefore it can also be rewritten as $n$ linear systems of equations.</p>

<p>This formulated system of linear equations however will always be singular when an entire column of $V$ is specified by the user. This is because the only remaining unknown parameters related to that column of $V$ will be pre-multiplied by the $B$ matrix. So in order to be able to solve for the unknown parameters $\Omega_{\bullet,i}$ then $(A-\Lambda_{i,i} I)V_{\bullet,i}$ would have to lie within the span of $B$. Or if $\Lambda_{i,i}$ is not an eigenvalue of $A$, then $V_{\bullet,i}$ would have to lie within the span of $(A-\Lambda_{i,i} I)^{-1} B$. Therefore $\Lambda_{i,i}$ and $V_{\bullet,i}$ can never be chosen entirely freely.</p>

<p>As stated in the previous paragraph the allowed choices for columns of $V$ are limited to a $m$ dimensional span. Choosing a vector from this span will only add $m-1$ constraints per chosen column of $V$ instead of $n-1$, so equation $(2)$ will become $p=n$. This would imply that all columns of $V$ can then be chosen, as long as they lie within a certain span. According to equation $(1)$ $V$ has to be none singular, so all columns of $V$ have to be linearly independent of each other. This implies that the eigenvalues of $\Lambda$ can have at most an multiplicity of $m$, since it is impossible to choose more then $m$ independent columns from a span of dimension $m$. If a higher multiplicity is desired then the structure of $\Lambda$ would have to be changed to the <a href=""https://en.wikipedia.org/wiki/Jordan_normal_form"" rel=""nofollow noreferrer"">Jordan form</a>, but the number of associated Jordan blocks to the same eigenvalue should still be at most be $m$. The constraint on the multiplicity of the eigenvalues of $\Lambda$ also holds for the place() command in MATLAB, so I suspect that it uses a similar method of solving this problem (at least based on eigenvalue decomposition instead of the more general Jordan decomposition).</p>

<p>Once all desired constraints are applied then each $n$ dimensional linear system of equations can be solved. If $V_{\bullet,i}$ is only constrained in its length, then there will be more unknowns then equations and again the right inverse could be used to solve for $\Omega_{\bullet,i}$ and the rest of $V_{\bullet,i}$. Once all linear systems of equations are solved, then all solution can be rewritten to form $V$ and $\Omega$. The controller gain can be obtained through $K = \Omega\,V^{-1}$.</p>
"
"2376421","2376429","<p>Let $u = \sec(x)$. Then, you're trying to solve $u(2u^2-1)\geq 0$, which has solutions $$-\frac{1}{\sqrt{2}}\leq u\leq 0\text{ or } u\geq \frac{1}{\sqrt{2}}$$ As either $\sec(x)\leq -1 &lt; -\frac{1}{\sqrt{2}}$ or $\sec(x)\geq 1 &gt; \frac{1}{\sqrt{2}}$, the above inequality will be satisfied exactly when $\sec(x)$ is positive: $$\sec(x) = \frac{1}{\cos(x)} &gt; 0 \Leftrightarrow \cos(x) &gt; 0$$ Therefore, all we have to do is consider where on the unit circle $\cos(x)$ is positive: $0^{\circ}\leq x &lt; 90^{\circ}$ and $270^{\circ} &lt; x\leq 360^{\circ}$.</p>
"
"2376423","2377311","<p>They are introducing a Verma module implicitly via an adjunction. To be concrete, suppose $M$ and $N$ are $\mathfrak g$- and $\mathfrak b$-modules, respectively. Because $\mathfrak b$ is a subalgebra of $\mathfrak g$, $M$ can be made into a $\mathfrak b$-module, denote it by $UM$. It then makes sense to consider the hom-set $\hom_{\mathfrak b}(N,UM)$. </p>

<p>Similarly, we can consider the extended $\mathfrak g$-module obtained from $N$ as $U(\mathfrak g)\otimes_{U(\mathfrak b)} N$, denote this by $EN$, and we can consider the hom-set $\hom_{\mathfrak g}(EN,M)$. There is a natural isomorphism
$\hom_{\mathfrak g}(EN,M) \to \hom_{\mathfrak b}(N,UM)$
which the author is considering to be an identification. </p>

<p>Explicitly, this maps a $\mathfrak g$-linear map $f : EN\to M$ to the $\mathfrak b$-linear map $g : N\to UM$ such that $g(n) = f(1\otimes n)$. The inverse assigns a map $g$ to the map $f$ such that $f(a\otimes n) = a g(n)$, and it is readily checked this defines the desired natural isomorphisms.</p>
"
"2376425","2376432","<p>Let $\tau$ be in the upper half-plane. Some authors use $q$ to denote
$\exp(2\pi i\tau)$. Others write $q$ for $\exp(\pi i\tau)$. This means
that to translate between them, you sometimes have to replace $q$ by $q^2$ and <em>vice versa</em>.</p>
"
"2376434","2376446","<p>It can help to sub in two values of p, 1 and 2 (although you can choose can be anything >1/2).</p>

<p>The area of the rectangle you can find by using (base)(height), or p(f(p)). So A(1)=1, and A(2)=2/3.</p>

<p>Then you have two simultaneous equations:</p>

<p>A(1)=a+b(f(1))=1, or a+b=1</p>

<p>A(2)=a+b(f(2))=2/3, or 3a+b=2</p>

<p>Then you can solve simultaneously to find a and b.</p>
"
"2376437","2378157","<p>I can totally understand where you are coming from. Being  used to a proof system where every line has to be a sentence (i.e no free variables allowed!) I too find proof systems where free variables are involved 'disturbing' and somewhat 'ugly' ... though no doubt much of that is just what you are used to!</p>

<p>In the comments it is suggested that 'x' is nice to work with as a linguistic reference to some 'arbitrary' object, and that certainly makes sense, but you and I simply use some 'arbitrary' constant instead ... again, much of what makes 'sense' here is simply what we are used to.</p>

<p>Still, I think there actually <em>is</em> a good reason to be able to do logical inferences on general formulas. To see this, note that we can extend notions of logical equivalence, implication, etc. to formulas in general. E.g. $P(x) \lor \neg P(x)$ is a logical tautology in the sense that given any <em>variable assignment</em> and interpretation of $P$, the statement comes out true. </p>

<p>And something like logical equivalence between formulas is actually a really important notion, as it allows us to claim that, for example, that the sentences $\forall x (P(x) \rightarrow Q(x))$ and $\forall x (\neg Q(x) \rightarrow \neg P(x))$ are logically equivalent by pointing out that their bodies are logically equivalent <em>formulas</em> and using the 'Substitution of logically equivalent formulas Principle' that claims that substituting logically equivalent formulas in larger formulas results in logically equivalent formulas formulas (this Principle is itself a generalization of the Substitution of logically equivalent sentences Principle of course).</p>

<p>Thus, there is some real use to being  able to generalise important logical concepts to formulas, rather than just  sentences. And so it would make sense to have a proof system that is able to prove those logical  properties and relationships for formulas in general.</p>
"
"2376442","2376486","<p>First we compute the inner integral
$$\int_{\partial D}{1\over |x-y|}\&gt;dx$$
when $y:=(0,0,1)$ is the north pole. Here $dx$ denotes the surface element on the sphere. Introduce spherical coordinates with $\theta=0$ at $(0,0,1)$. Then
$$\int_{\partial D}{1\over |x-y|}\&gt;dx=\int_0^\pi{1\over2\sin{\theta\over2}}\&gt;2\pi\sin\theta\&gt;d\theta=2\pi\int_0^\pi\cos{\theta\over2}\&gt;d\theta=4\pi\ .$$
Due to rotational symmetry the inner integral is in fact independent of $y$. We therefore obtain
$$\int_{\partial D}\int_{\partial D}{1\over |x-y|}\&gt;dx\&gt;dy=4\pi\cdot 4\pi\ .$$</p>
"
"2376443","2376451","<p>If $|f|$ is Riemann integrable on any bounded interval this coincides with the Lebesgue integral.  We have by the monotone convergence theorem,</p>

<p>$$\int_0^\infty |f(x)| \, dx = \lim_{c \to \infty} \int_0^c |f(x)| \, dx = \lim_{c \to \infty} \int_{[0,c]} |f| = \lim_{c \to \infty} \int_{[0, \infty)} |f| \chi_{[0,c]} = \int_{[0,\infty)}|f|$$</p>

<p>Here I use $\int_a^b g(x) \, dx$ to denote a Riemann integral and $\int_{[a,b]} g$ to denote a Lebesgue integral.</p>
"
"2376448","2376488","<p>We need to prove that
$$\sum_{cyc}\frac{b^2c}{a^2(\sqrt{3(a^2+b^2+c^2)}c+ab)}\geq\frac{3}{4}\sqrt{\frac{3}{a^2+b^2+c^2}}$$
for positives $a$, $b$ and $c$. 
$$\sum_{cyc}\frac{b^2c}{a^2(\sqrt{3(a^2+b^2+c^2)}c+ab)}\geq\frac{3}{4}\sqrt{\frac{3}{a^2+b^2+c^2}}$$ or
$$\sum_{cyc}\frac{6b^2c}{a^2(2\sqrt{3(a^2+b^2+c^2)}3c+6ab)}\geq\frac{3}{4}\sqrt{\frac{3}{a^2+b^2+c^2}}.$$ 
Now, by AM-GM and C-S we obtain
$$\sum_{cyc}\frac{6b^2c}{a^2(2\sqrt{3(a^2+b^2+c^2)}3c+6ab)}\geq\sum_{cyc}\frac{6b^2c}{a^2(3(a^2+b^2+c^2)+9c^2+6ab)}=$$
$$=2\sum_{cyc}\frac{b^2c}{a^2(4c^2+a^2+b^2+2ab)}=2\sum_{cyc}\frac{b^4c^4}{a^2b^2c^2(4c^3+a^2c+b^2c+2abc)}\geq$$
$$\geq\frac{2(a^2b^2+a^2c^2+b^2c^2)^2}{a^2b^2c^2\sum\limits_{cyc}(4a^3+a^2b+a^2c+2abc)}.$$
Id est, it's enough to prove that
$$8(a^2b^2+a^2c^2+b^2c^2)^2\sqrt{\frac{a^2+b^2+c^2}{3}}\geq3 a^2b^2c^2\sum\limits_{cyc}(4a^3+a^2b+a^2c+2abc).$$
Let $a+b+c=3u$, $ab+ac+bc=3v^2$ and $abc=w^3$.</p>

<p>Hence, we need to prove that
$$9(9v^4-6uw^3)^2\sqrt{3u^2-2v^2}\geq3w^6(4(27u^3-27uv^2+3w^3)+9uv^2-3w^3+6w^3$$ or $f(w^3)\geq0$, where
$$f(w^3)=3(3v^4-2uw^3)^2\sqrt{3u^2-2v^2}-(36u^3-33uv^2+5w^3)w^6,$$
which is decreasing function, which says that it's enough to prove the last inequality </p>

<p>for a maximal value of $w^3$, which happens for equality case of two variables.</p>

<p>Since the last inequality is homogeneous, we can assume $b=c=1$, which gives
$$8(2a^2+1)^2\sqrt{\frac{a^2+2}{3}}\geq3a^2(4(a^3+2)+2(a^2+a+1)+6a)$$
or $g(a)\geq0$, where
$$g(a)=2\ln(2a^2+1)+\frac{1}{2}\ln(a^2+2)-2\ln{a}-\ln(2a^3+a^2+4a+5)+2\ln2-\frac{3}{2}\ln3.$$
But
$$g'(a)=\frac{(a-1)(2a^5+2a^4+29a^3+17a^2+44a+20)}{a(a^2+2)(2a^2+1)(2a^3+a^2+4a+5)},$$
which gives $a_{min}=1$ and since $g(1)=0,$ we are done!</p>
"
