id,acceptedanswerid,title,body
"2376391","2376487","Primes of the form $p = (x_1 + x_2 + x_3 + x_4)\cdot(x_1 + x_2 - x_3 - x_4)\cdot(x_1 - x_2 + x_3 - x_4)\cdot(x_1 - x_2 - x_3 + x_4) $","<p>The group detereminant was defined by Dedekind and a theorem was proved by Frobenius (<a href=""https://en.wikipedia.org/wiki/Frobenius_determinant_theorem"" rel=""nofollow noreferrer"">https://en.wikipedia.org/wiki/Frobenius_determinant_theorem</a>).
For instance if $G=C_2$ then the group matrix is given by:
$X_G = \begin{pmatrix}
x &amp; y\\ 
y &amp; x
\end{pmatrix}$. It has determinant $\det(X_G) = x^2-y^2$.
The question: For which natural numbers $n$ do we have $n = x^2-y^2$ is given by Fermat where he says that every odd number has such a presentation and this is used in Fermat factorization.</p>

<p>Now we want to make things a little more complicated and hopefully also more interesting:</p>

<p>Let $G$ be the Klein Four group. Then the group matrix of $G$ is given by:
$X_G=\begin{pmatrix}
 x_1&amp; x_2 &amp;x_3  &amp;x_4 \\ 
 x_2&amp;  x_1&amp; x_4 &amp; x_3\\ 
 x_3&amp;  x_4&amp; x_1 &amp; x_2\\ 
 x_4&amp;  x_3&amp; x_2 &amp; x_1
\end{pmatrix}
$ It has determinant $\det(X_G) = (x_1 + x_2 + x_3 + x_4)\cdot(x_1 + x_2 - x_3 - x_4)\cdot(x_1 - x_2 + x_3 - x_4)\cdot(x_1 - x_2 - x_3 + x_4)$</p>

<p>If one asks the question:
For which natural numbers $n$ do we have $n=\det(X_G)$ then because of a theorem from Dedekind we have $nm=\det(X_G)\cdot\det(Y_G) = \det(X_G\cdot Y_G) = \det(Z_G)$ hence it is enough to ask for which primes $p$ do we have such a representation.</p>

<p>For $G=$ Klein four group and $p\equiv 1 \mod(4)$ we have a solution:
$x_1=x_2=x_3=\frac{p-1}{4}$, $x_4=\frac{p+3}{4}$ which might be verified with your favorite algebra system (I recommend SAGE).</p>

<p>Now my question is: Let $p \equiv 3 \mod(4)$ be a prime.
Is it true, that $\det(X_G) = p$ has no solutions in natural numbers? If so, how to prove it? (I have a straightforward idea on how one might prove this, but it would be interesting to compare different solutions to this problem).</p>
"
"2376394","2376398","Should $\lim_{t\to x} f'(t)$ need to exist for function $f$ to be differentiable at x?","<blockquote>
  <p>Should $\lim_{t\to x} f'(t)$ need to exist for function $f$ to be differentiable at $x$?</p>
</blockquote>

<p>Suppose the function $f$ is differentiable at $x$. This means
$$ f'(x) = \lim_{h \to 0} \frac{f(x+h) - f(x)}{h} = L$$ exists.</p>

<p>Now is it necessary that
$ \lim_{t \to x} f'(t)$ exists?</p>

<p>If it should exist, then this is not happening for example below.</p>

<blockquote>
  <p>$$f(x) = \begin{cases}
x^2\sin(1/x),&amp;x&gt;0,\\
0,&amp;x\leq 0
\end{cases}
$$</p>
</blockquote>

<p>This function is differentiable at $0$, i.e. $f'(0) = 0$. But, $\lim_{t\to0} f'(t)$ doesn't exist. As $$f'(t) = 2t\sin(1/t) - \cos(1/t)$$</p>

<p>Any reasoning behind this?</p>
"
"2376396","2376406","If the roots of equation $z^2 +\alpha z+\beta =0 $ lie on $|z|=1$ then :","<blockquote>
  <p>If the roots of equation $z^2 +\alpha z+\beta =0 $ lie on $|z|=1$ then :</p>
  
  <p>(1) $2|\mbox{Im}(\alpha)|=1-|\beta|^2$</p>
  
  <p>(2) $2|\mbox{Im}(\alpha)|=|\beta|^2-1$</p>
  
  <p>(3) $\mbox{Im}(\alpha)=0$</p>
  
  <p>(4) $\text{None of these }$</p>
</blockquote>

<p><strong>My work</strong>. Let $z$ be one solution of the equation 
$$z=-\left(\alpha +\frac{\beta}{z}\right)$$
Taking conjugate of whole equation .
$$\overline{z}=-\left(\overline{\alpha }+\frac{\overline{\beta}}{\overline{z}}\right)$$
$$z-\overline{z}=-\left(\alpha -\overline{\alpha} +\frac{\beta}{z}-\frac{\overline{\beta}}{\overline{z}}\right).$$
One further solving 
$$\left|\frac{1-\overline{\beta}}{\overline{z}}+\frac{\beta-1}{z}\right|=2\mbox{Im}(\alpha)$$
$$\sqrt{2|\beta|^2-\beta^2- \overline{\beta}^2}=2|\mbox{Im}(\alpha)|$$</p>

<p>Is my approach and answer correct ? Is there any other way ?</p>
"
"2376400","2376404","What does `extends to' mean in this context?","<p>In the following statement, I don't understand what `extends to' should mean.</p>

<p>Every continuous map $S^1\to X$ extends to a continuous map  $D^2\to X$.</p>

<p>Any ideas?</p>
"
"2376408","2376531","$\forall H, \exists G\unrhd H$ with automorphisms of $H$ obtained by restricting inner automorphisms of $G$ to $H$.","<blockquote>
  <ol start=""18"">
  <li>Show that if $H$ is any group then there is a group $G$ that contains $H$ as a normal subgroup with the property that for every automorphism $\sigma$ of $H$ there is an element $g\in G$ such that conjugation by $g$ when restricted to $H$ is the given automorphism $\sigma$, i.e., every automorphism of $H$ is obtained as an inner automorphism of $G$ restricted to $H$.</li>
  </ol>
</blockquote>

<p>For $G=H\rtimes_\varphi K$, view $G$ as the set of ordered pairs $\{(h,k)\}$ s.t. $(h_1,k_1)(h_2,k_2)=(h_1(\varphi(k_1)(h_2)),k_1k_2)$</p>

<p>My guess is that $G=\operatorname{Hol}(H)=H\rtimes \operatorname{Aut}(H)$. For example, let $H=\Bbb Z_2\times\Bbb Z_2=\{1,x,y,xy\}$, then $\operatorname{Aut}(H)\cong S_3$, where each symmetry permutes the $3$ non-identity elements of $H$. $G=\operatorname{Hol}(H)=(\Bbb Z_2\times\Bbb Z_2)\rtimes_\varphi S_3$:$$\varphi:S_3\rightarrow\operatorname{Aut}(\Bbb Z_2\times\Bbb Z_2)\cong S_3$$$$\varphi(12)=\sigma_{(12)}:x\mapsto y,y\mapsto x,xy\mapsto xy$$$$\varphi(123)=\sigma_{(123)}:x\mapsto y,y\mapsto xy,xy\mapsto x$$$$\vdots$$</p>

<p>We kind of embed both $H$ and $\operatorname{Aut}(H)$ in a larger group, in this case $G=\operatorname{Hol}(H)\cong S_4$, and $H\unlhd G$. Every automorphism $\sigma$ of $H=\Bbb Z_2\times\Bbb Z_2$ appears in the codomain of $\varphi$ and it corresponds to exactly one element in $S_3$ ($\varphi$ is a bijection). If we see $S_3$ as a subgroup of $S_4$, then $\sigma$ corresponds to $g=(1,\sigma)\in G$ s.t. conjugation by $g=(1,\sigma)$ when restricted to $H$ is $\sigma$, because this is exactly how we define a semidirect product: $K$ acts on $H$ by conjugation. e.g. $\sigma_{(12)}:x\mapsto y,y\mapsto x,xy\mapsto xy$ corresponds to the ordered pair $g=(1,(12))\in G$ s.t. conjugation by $g$ when restricted to $H$ (used during construction of the semidirect product) is $\sigma_{(12)}$.</p>

<p>Is my guess correct? I know the example looks clumsy but I want to know if there is any problem with the above. Thanks!</p>
"
"2376414","2376422","Prove that roots of cubic equation are real.","<p>The equation is $(x+4)(x+2)(x-3)+(x+3)(x+1)(x-5)=0$.</p>

<p>How do I prove that the all the roots are real and distinct?</p>
"
"2376417","2376439","Show that $X^{*}$ with the quotient topology is homeomorphic to $\mathcal{S}^{2}$.","<p>Consider $\mathbb{R}$ with the usual topology, $\mathbb{R}^{2}$ and $\mathbb{R}^{3}$ with the product topology. Also, consider $X=[0,1]\times [0,1]$ as a subspace of $\mathbb{R}^{2}$ and $\mathcal{S}^{2}=\{(x,y,z)\mid x^{2}+y^{2}+z^{2}=1\}$ as a subspace of $\mathbb{R}^{3}$. On $X$ consider the following partition, $$X^{*}=(0,1)\times(0,1)\cup\{(0,y),(1,y)\mid 0&lt;y&lt;1\}\cup\{(x,0)\mid0\leq x\leq 1\}\cup\{(x,1)\mid 0\leq x\leq1\}$$ Show that $X^{*}$ with the quotient topology is homeomorphic to $\mathcal{S}^{2}$.</p>

<p>Can give me any hint for this problem, I though define a function define in terms of sine and cosine, is the first time I see quotient topology. Thanks!</p>
"
"2376418","2384142","MIMO pole placement problem","<p>For a MIMO system with $n$ states, $m$ inputs and $p$ outputs:</p>

<p>Can anyone kindly help me to understand why the association between eigen value, eigenvector and feedback gain $K$ is non-unique (not one to one) in the case of state-feedback based closed loop control of MIMO systems? I read that for a fixed $n$ eigen values and $n$ eigen vectors there is a unique $K$ however, there is a freedom to choose $n$ eigen vectors from different possible set of eigen vectors for each set of $n$ eigen values. </p>

<p>how many different set of $n$ eigen vectors are possible for a specified $n$ eigen values?</p>

<p>So when we use Matlab command place() for pole placement for the MIMO system, to get $K$ for a set of $n$ desired poles, which among the possible the eigen vectors is used by MAtlab? any criteria?</p>

<p>I just checked to see that Matlab is choosing the same set of eigen vectors, when we try to place using the same set of eigen values repeatedly such as</p>

<pre><code>K=place(A,B,P)  
[V1,D1]=eig(A-B*K)
  K=place(A,B,P) 
 [V2,D2]=eig(A-B*K)
 V1-V2
</code></pre>

<p>Ans= 0 ($n \times n$);</p>
"
"2376421","2376429","$f(x) = \tan x \sec x$, where $0^\circ \leq x \leq 360^\circ$. Find values of $x$, for which $f$ is an increasing function","<p>I got till $(\sec x )(2\sec^2 x - 1) &gt; 0$, but am not sure, how to proceed from here because I don't think I can simply divide out the $\sec x$ without changing the inequality.</p>

<p>I thought of splitting into two cases $\sec x &gt; 0$ or $\sec x &lt; 0$, but the answers I am getting are out of domain. </p>

<p>Any help will be appreciated thank you.</p>
"
"2376423","2377311","Notation of subscript $Hom_{\mathfrak{g}}(A,B)=Hom_{\mathfrak{b}}(C,B)?$","<p>Let $\mathfrak{g}$ be a Lie algebra, and let $\mathfrak{b}$ be a Borel subalgebra of $\mathfrak{g}$.</p>

<p>Let $A,B$ be $\mathfrak{g}$-modules, and $C$ be a $\mathfrak{b}$-module.</p>

<p>What does the subscript mean here: 
$$Hom_{\mathfrak{g}}(A,B)=Hom_{\mathfrak{b}}(C,B)?$$</p>

<p>I guess this means that $\psi:A\to B$ satisfies $\mathfrak{g}\cdot \psi = \psi \cdot \mathfrak{g}$? and the same but for $\mathfrak{b}$ in the image? So $\mathfrak{g}$ and $\mathfrak{b}$ equivariance?</p>

<p>Source, end of page 1: <a href=""http://www.math.harvard.edu/~gaitsgde/267y/catO.pdf"" rel=""nofollow noreferrer"">http://www.math.harvard.edu/~gaitsgde/267y/catO.pdf</a></p>
"
"2376425","2376432","Relation between the elliptic Lambda function and j-invariant.","<p>Let $\lambda (= 16q - 128q^2 + 704q^3 - \cdots)$ be the elliptic Lambda function.</p>

<p>$j = \frac{256*(1 - \lambda + \lambda ^2)^3}{\lambda ^2 * (1 - \lambda)^2}$.</p>

<p>I calculated the following.</p>

<p>$j = \frac{256*(1 - 16q + 384q^2 - \cdots)^3}{(16q - 128q^2 + 704q^3 - \cdots)^2 * (1 - 16q + 128q^2 - 704q^3 - \cdots)^2} = \frac{1}{q^2} * \frac{(1 - 16q + 384q^2 - \cdots)^3}{(1 - 8q + 44q^2 - \cdots)^2 * (1 - 16q + 128q^2 - 704q^3 - \cdots)^2}$</p>

<p>$= \frac{1}{q^2} - 744 + 196884q^2 + 21493760q^4 + \cdots$.</p>

<p>$j = \frac{1}{q} - 744 + 196884q + 21493760q^2 + \cdots$, so I make a mistake. Where is wrong?</p>
"
"2376434","2376446","Rewrite formula for a rectangle under graph","<p>Given the graph of $f(x) = \frac{1}{2x - 1}$, for every $p &gt; \frac{1}{2}$, the rectangle $(0,0), (p, 0), (p, f(p)), (0, f(p))$ is denoted by $A(p)$. So $A(p) = \frac{p}{2p -1}$. For certain values of $a$ and $b$ the area can be written as $A(p) = a + bf(p)$, for all $p &gt; \frac{1}{2}$. Find $a$ and $b$.
With a hint: 'write the right-hand side as a single fraction.</p>

<p>Since I have no other ideas, I start with that hint: $A(p) = a + bf(p) = \frac{a(2x - 1) + b}{2x - 1}$. I guess I know the rectangle has a constant size, no matter what $p &gt; \frac{1}{2}$ I decide on.</p>

<p>But what to do next? The only thing I could think of was just taking some $p &gt; \frac{1}{2}$, so: $A(p) = \frac{a}{x} + \frac{b}{x}$. This doesn't seem particulary helpful.</p>
"
"2376437","2378157","Is there truly convincing reason to allow natural deductions on formulas with free variables?","<p>I see some textbooks allow making deductions not only on first-order <em>sentences</em>(i.e., without free variables), but also formulas <em>with</em> free variables. For example, it is legal to write $\vdash Px\to\exists x Px$ in their book.</p>

<p>Well, I'd learned basic mathematical logic on Causey's book, which confined every line in a deduction proof(including premises, conclusion and middle steps) to be <em>sentence</em> only, and I feel quite comfortable about it. Now I'm turing to study classical mathematical logic, then suddenly I came up with this question. Why (some?) people accept doing something like this? Is there any convincing benefit?</p>
"
"2376442","2376486","How to evaluate$ \int_{\partial D} \int_{\partial D} \frac{1}{|x-y|}dxdy$, where $D$ is the sphere in 3D?","<p>I would like to evaluate this integral over the surface of a sphere in 3D:
$$
\int_{\partial D} \int_{\partial D} \frac{1}{|x-y|}dxdy.
$$
It seems there is a lot of symmetry in this integral so I imagine there is a good chance there is an explicit solution. However, I usually deal with 2D Helmholtz problems so I have very little, that is to say 'no', experience with evaluating integrals in 3D. Does anyone know how to evaluate this?</p>
"
"2376443","2376451","Proof of connection between improper Riemann Integral and Lebesgue integral","<p>""An improper Riemann integral is Lebesgue integrable if it is absolutely convergent. ""</p>

<p>I've seen this statement quite often, but always without proof. I'd think if we have something like:
$$ \int_{0}^\infty |f(x)|dx&lt;\infty$$</p>

<p>there has to be a point $c\in\mathbb{R}$, where the integral doesn't ""grow"" anymore i.e.</p>

<p>$$ \int_{0}^\infty |f(x)|dx \leq \int_{0}^c |f(x)|dx&lt;\infty$$</p>

<p>otherwise the integral could not be convergent ( similar as to how an infinite sequence has to be a zero sequence in order for the infinite sum to be convergent ).</p>

<p>But I'm having trouble formalising this or in general finding a proper proof. What is a simple way to prove this theorem?</p>
"
"2376448","2376488","Inequality $ \sum_{cyc}\frac{b\sqrt{c}}{a(\sqrt{3c}+\sqrt{ab})}\geq \frac{3\sqrt{3}}{4} $","<blockquote>
  <p>Let $a$, $b$ and $c$ be positive  numbers such that $a+b+c=1$. Prove that 
  $$ \sum_{cyc}\frac{b\sqrt{c}}{a(\sqrt{3c}+\sqrt{ab})}\geq \frac{3\sqrt{3}}{4} .$$</p>
</blockquote>

<p>My attempt :</p>

<p>Substitute $a=x^2, b=y^2, c=z^2$, where $x^2+y^2+z^2=1$</p>

<p>$\displaystyle\sum_{cyc}\frac{b\sqrt{c}}{a(\sqrt{3c}+\sqrt{ab})}= \sum_{cyc}\frac{y^2z}{\sqrt{3}x^2z+x^3y} $</p>

<p>Please suggest on how to proceed using basic inequalities if possible.</p>
"
"2376452","2376453","Finding values of constants when solving linearly dependent equation","<p>Suppose we have vectors:-</p>

<p>$X_1=[-2,-2,2] $,  $X_2 = [-2,-5,-1]$, $X_3=[2,-1,-5]$</p>

<p>I found these vectors to be <strong>linearly dependent</strong> by finding the determinant. The determinant came out to be zero.</p>

<p>If the vectors are linearly dependent, then atleast one of the constants$(k_1,k_2,k_3)$ should be non-zero such that </p>

<p>$k_1X_1 + k_2X_2 +k_3X_3 = 0. $</p>

<p>So i get the following set of equations:-</p>

<blockquote>
  <p>$-2k_1 -2k_2 +2k_3=0$,</p>
  
  <p>$-2k_1 -5k_2 -k_3=0$,</p>
  
  <p>$ 2k_1 -k_2 -5k_3=0$.</p>
</blockquote>

<p>Here I am not able to find even a single non zero constant which makes these set of vectors linearly dependent.  </p>
"
"2376456","2376460","Prove there are no sets $A,B,C$ such that $ A \cap B \neq \emptyset$, $\ A \cap C = \emptyset$, $\ (A \cap B) - C = \emptyset$","<p>Question:</p>

<p>Prove there are no sets $A,B,C$ such that $ A \cap B \neq  \emptyset$, $\  A \cap C = \emptyset$, $\  (A \cap B) - C = \emptyset$</p>

<p>I am not sure how to prove this. I think we need to use proof by contradiction but I am not sure how to show a contradiction. </p>
"
"2376464","2376466","Determinant and constant multiple.","<p>For a determinant of a matrix to be zero, is it always necessary that atleast one row of a matrix should be a constant multiple of another?</p>
"
"2376470","2376476","find the limit of the following function without using L'Hopital's Rule","<p>Can help to solve the following limit without using L'Hopital's Rule?</p>

<p>$$\lim_{x\to 0}\frac{e^x-x-1}{cosx-1}$$</p>
"
"2376474","2376481","Continuity approximation for a discrete function $f(n)$ when $n\to \infty$.","<p>Considering this discrete function:</p>

<p>$$f(n)=\frac{N!}{n!(N-n)!}p^n q^{N-n}$$</p>

<p>Where $n \lt N\ $, $\ p+q=1\ $, and $\ N,n,p,q\gt0$.</p>

<p><strong>Is</strong></p>

<p>$$|f(n+1)-f(n)| \ll f(n)$$</p>

<p><strong>the condition which allows the approximation of $f(n)$ with a continuous function $h(n)$ when n is very big?</strong></p>

<p>If yes (which I think is the case),</p>

<p>$$f(n)=\frac{N!}{n!(N-n)!}p^n q^{N-n}$$
$$f(n+1)=\frac{N!}{(n+1)!(N-n-1)!}p^{n+1} q^{N-n-1}$$
$$=\frac{N!(N-n-1)}{(n+1)n!(N-n)!}p^n q^{N-n} \frac{p}{q}$$
$$=f(n)\frac{N-n-1}{n+1}\frac{p}{q}$$
$$\implies f(n)\left|\frac{(N-n-1)p}{(n+1)q}\right|\ll f(n)$$
If $n$ is big,
$$\implies \left|\frac{(N-n)p}{nq}\right|\ll 1$$
$$(N-n)p\ll nq$$
$$Np\ll n$$</p>

<p>But we have $n&lt;N$, this is a contradiction.</p>

<p>But, the function described above, in the limit of very big $n$ gets like the Gaussian bell function. And CAN be approximated with a continuous function (which is like $e^{-x^2}$).</p>

<p><strong>What am I doing wrong?</strong></p>
"
"2376496","2376499","Help with proof that $n! \geqslant e(\frac{n}{e})^n$","<blockquote>
  <blockquote>
    <p>For all $n \in \mathbb{Z}_+$ show that 
    $$n! \geqslant e \left( \frac{n}{e} \right)^n. $$</p>
  </blockquote>
</blockquote>

<p>I tried this myself. </p>

<p>BS: For $n=1$ we have $1 \geqslant 1$.</p>

<p>IH: Let $\mathcal{P}(k)$ be the statement that $k! \geqslant e \left( \frac{k}{e} \right)^k$.</p>

<p>IS: In proving $\mathcal{P}(k+1)$ I get 
$$(k+1)! = (k+1)k! \geqslant (k+1)e \left( \frac{k}{e} \right)^k, $$
but how do I prove 
$$ (k+1) \left( \frac{k}{e} \right)^k \geqslant \left( \frac{k+1}{e} \right)^{k+1}? $$</p>
"
"2376517","2376518","left and right eigenvalues","<p>On the <a href=""https://en.wikipedia.org/wiki/Stochastic_matrix#Definition_and_properties"" rel=""nofollow noreferrer"">Stochastic Matrices</a> article in Wikipedia there's a claim that left and right eigenvalues of a square matrix are the same. I tried looking this up, but can't find an explanation, only for hermitian matrices with real eigenvalues. Is it correct?</p>
"
"2376520","2376538","Is this neither a tautology or contradiction?","<p>I'm writing to verify my conclusion the following is neither a tautology nor contradiction:</p>

<p><a href=""https://i.stack.imgur.com/ptgiv.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/ptgiv.png"" alt=""enter image description here""></a></p>

<p>This can be rearranged into the form:</p>

<p>$$(q \land(p\lor r)) \lor\lnot q$$</p>

<p>All it takes from here is to consider the case where both P and R are false, as well as Q being True; then the overall expression is false. All other cases this expression is true however.</p>

<p>Am I correct on this?</p>
"
